"",X12656,X12657,X12658,X12659,X12660,X12661,X12662,X12663,X12664,X12665,X12666,X12667
ENSRNOG00000023312,2.05115166674083,1.42776583145381,1.57013806256059,1.23121871482181,1.90785759519132,2.98185465724849,0.0,0.0,0.0415823036651447,0.0879041167566058,0.0447859255231049,0.0501940777636312
ENSRNOG00000007415,1.75813000006357,1.87394265378313,2.33398901191439,2.22566459987019,1.134401813357,1.97328617023797,0.0818812705403358,0.152668154195952,0.0831646073302894,0.263712350269817,0.0,0.100388155527262
ENSRNOG00000049063,1.22092361115525,1.24929510252209,1.01846793247173,1.04180045100307,1.49534784487969,1.40322572105811,0.0,0.0,0.0831646073302894,0.0879041167566058,0.0895718510462098,0.0501940777636312
ENSRNOG00000007159,1.22092361115525,1.29391278475502,1.18821258788369,0.947091319093699,0.464073469100592,1.31552411349198,0.0818812705403358,0.0,0.0,0.0,0.0447859255231049,0.0
ENSRNOG00000013228,0.879065000031783,0.981589009124496,0.721414785500812,0.852382187184329,0.515637187889547,0.482358841613726,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000012290,0.927901944477993,1.87394265378313,1.27308491558967,1.04180045100307,1.54691156366864,2.10483858158717,0.163762541080672,0.203557538927937,0.0831646073302894,0.0879041167566058,0.447859255231049,0.150582233290894
ENSRNOG00000023016,1.4651083333863,1.6954719248514,1.78231888182553,0.710318489320275,0.928146938201184,0.65776205674599,0.163762541080672,0.152668154195952,0.0415823036651447,0.0,0.0447859255231049,0.0
ENSRNOG00000032002,1.75813000006357,1.74008960708433,1.31552107944266,1.32592784673118,1.7016027200355,1.53477813240731,0.286584446891175,0.407115077855873,0.332658429321157,0.131856175134909,0.17914370209242,0.301164466581787
ENSRNOG00000025551,1.31859750004767,1.20467742028915,1.27308491558967,0.615609357410905,0.567200906678502,0.526209645396792,0.0409406352701679,0.0,0.0415823036651447,0.0439520583783029,0.0895718510462098,0.0501940777636312
ENSRNOG00000019005,0.781391111139362,1.65085424261847,1.82475504567852,1.46799154459523,1.54691156366864,2.14868938537024,0.286584446891175,0.152668154195952,0.291076125656013,0.483472642161332,0.17914370209242,0.100388155527262
ENSRNOG00000008880,1.56278222227872,2.27550179387951,1.44282957100162,1.32592784673118,1.34065668851282,1.44707652484118,0.204703176350839,0.152668154195952,0.291076125656013,0.0439520583783029,0.582217031800364,0.0
ENSRNOG00000053232,0.586043333354522,0.669265233493974,0.891159440912767,0.56825479145622,0.412509750311638,0.526209645396792,0.0,0.0,0.0831646073302894,0.0,0.0,0.0
ENSRNOG00000005650,1.9046408334022,1.20467742028915,1.01846793247173,1.8941826381874,1.23752925093491,2.10483858158717,0.245643811621007,0.152668154195952,0.207911518325723,0.483472642161332,0.447859255231049,0.40155262210905
ENSRNOG00000014975,0.634880277800732,0.580029869028111,1.01846793247173,0.56825479145622,0.515637187889547,0.964717683227453,0.0,0.152668154195952,0.0,0.0,0.0,0.0501940777636312
ENSRNOG00000048449,0.537206388908312,0.580029869028111,0.636542457794834,0.615609357410905,0.825019500623275,0.877016075661321,0.0,0.0508893847319841,0.0415823036651447,0.0879041167566058,0.134357776569315,0.0501940777636312
ENSRNOG00000014832,1.07441277781662,1.29391278475502,0.933595604765756,0.947091319093699,0.670328344256411,1.05241929079358,0.163762541080672,0.152668154195952,0.291076125656013,0.131856175134909,0.17914370209242,0.0501940777636312
ENSRNOG00000020407,0.634880277800732,1.96317801824899,2.24911668420841,0.899736753139014,1.5984752824576,0.964717683227453,0.245643811621007,0.101778769463968,0.291076125656013,0.0439520583783029,0.0,0.301164466581787
ENSRNOG00000051977,0.732554166693152,0.847735962425701,0.721414785500812,0.710318489320275,0.87658321941223,0.877016075661321,0.0818812705403358,0.0,0.0415823036651447,0.219760291891514,0.134357776569315,0.0501940777636312
ENSRNOG00000015093,1.17208666670904,1.20467742028915,0.933595604765756,0.805027621229644,1.44378412609073,0.613911252962924,0.204703176350839,0.0508893847319841,0.166329214660579,0.0439520583783029,0.0,0.0
ENSRNOG00000027433,1.17208666670904,1.33853046698795,1.40039340714863,1.46799154459523,2.01098503276923,1.53477813240731,0.286584446891175,0.356225693123889,0.291076125656013,0.219760291891514,0.17914370209242,0.501940777636313
ENSRNOG00000055025,0.537206388908312,0.356941457863453,0.466797802382878,0.37883652763748,0.77345578183432,0.131552411349198,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000009450,0.732554166693152,1.24929510252209,0.848723277059778,0.899736753139014,1.28909296972387,1.66633054375651,0.163762541080672,0.305336308391905,0.124746910995434,0.0879041167566058,0.0895718510462098,0.0501940777636312
ENSRNOG00000010824,0.781391111139362,1.20467742028915,1.01846793247173,1.04180045100307,0.77345578183432,1.27167330970892,0.0409406352701679,0.203557538927937,0.249493821990868,0.175808233513212,0.358287404184839,0.0
ENSRNOG00000006588,0.634880277800732,0.713882915726906,0.721414785500812,0.615609357410905,0.928146938201184,0.482358841613726,0.0,0.152668154195952,0.0,0.0,0.17914370209242,0.0
ENSRNOG00000046643,0.634880277800732,0.981589009124496,1.10334026017771,0.757673055274959,0.515637187889547,0.526209645396792,0.204703176350839,0.152668154195952,0.0831646073302894,0.0,0.0447859255231049,0.100388155527262
ENSRNOG00000003104,1.07441277781662,0.981589009124496,0.80628711320679,1.27857328077649,1.39222040730178,1.09627009457665,0.204703176350839,0.254446923659921,0.207911518325723,0.175808233513212,0.403073329707944,0.100388155527262
ENSRNOG00000008989,0.927901944477993,0.892353644658632,0.721414785500812,0.994445885048384,0.77345578183432,0.43850803783066,0.163762541080672,0.101778769463968,0.0,0.0439520583783029,0.0895718510462098,0.100388155527262
ENSRNOG00000026702,0.732554166693152,0.936971326891564,0.80628711320679,0.47354565954685,1.28909296972387,0.964717683227453,0.0409406352701679,0.152668154195952,0.0415823036651447,0.219760291891514,0.0895718510462098,0.0501940777636312
ENSRNOG00000003956,1.17208666670904,1.42776583145381,0.848723277059778,1.42063697864055,0.825019500623275,1.05241929079358,0.204703176350839,0.203557538927937,0.457405340316591,0.30766440864812,0.0447859255231049,0.100388155527262
ENSRNOG00000015781,0.683717222246942,0.803118280192769,0.80628711320679,1.37328241268586,0.618764625467456,0.306955626481462,0.0409406352701679,0.254446923659921,0.0,0.0,0.17914370209242,0.150582233290894
ENSRNOG00000020981,1.95347777784841,1.33853046698795,0.848723277059778,0.994445885048384,1.08283809456805,0.964717683227453,0.204703176350839,0.407115077855873,0.0831646073302894,0.527424700539635,0.0447859255231049,0.150582233290894
ENSRNOG00000056212,2.05115166674083,1.11544205582329,1.5277018987076,1.70476437436866,1.54691156366864,2.28024179671943,0.286584446891175,0.101778769463968,0.790063769637749,0.747184992431149,0.537431106277259,0.250970388818156
ENSRNOG00000007338,1.61161916672493,1.74008960708433,1.18821258788369,1.61005524245929,2.06254875155819,1.27167330970892,0.368465717431511,0.356225693123889,0.70689916230746,0.61532881729624,0.492645180754154,0.602328933163575
ENSRNOG00000006806,1.12324972226283,0.803118280192769,0.424361638529889,0.994445885048384,1.49534784487969,0.789314468095189,0.286584446891175,0.203557538927937,0.0831646073302894,0.263712350269817,0.0895718510462098,0.100388155527262
ENSRNOG00000009331,0.341858611123471,0.26770609339759,0.594106293941845,0.710318489320275,0.721892063045366,0.526209645396792,0.286584446891175,0.0,0.0,0.0,0.0,0.0501940777636312
ENSRNOG00000016437,0.586043333354522,1.20467742028915,0.7638509493538,0.66296392336559,0.928146938201184,0.920866879444387,0.286584446891175,0.254446923659921,0.249493821990868,0.0439520583783029,0.26871555313863,0.150582233290894
