"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSRNOG00000040300",21.7071629417057,-0.0670554815255005,0.270908808262412,-0.247520492063692,0.804505434424931,0.846600228191545
"ENSRNOG00000061316",3432.46249055336,0.539186785911582,0.0717138697187072,7.51858445272171,5.53724731645408e-14,3.8441701434922e-13
"ENSRNOG00000023659",11.5631438665974,0.121558366365884,0.367845643363258,0.330460258423781,0.741052216652582,0.795641797780425
"ENSRNOG00000029897",28.9256076823014,1.36682151262843,0.311663941340093,4.38556191887765,1.15686742979735e-05,3.63590654903649e-05
"ENSRNOG00000014303",1062.10100157876,0.246548866452348,0.0624490612914112,3.94799955922246,7.88069497107708e-05,0.000219458983549467
"ENSRNOG00000014330",670.120461648865,-0.0630672554759455,0.0603571775110662,-1.04490067423021,0.296068878151765,0.376071126464808
"ENSRNOG00000049505",393.915091392893,0.50014474354765,0.0828482340645263,6.03687874817117,1.57123694403347e-09,7.59157264068056e-09
"ENSRNOG00000014916",1639.84153796992,0.123068501492241,0.0641152156651033,1.91948978437617,0.054922377910526,0.0876594552759915
"ENSRNOG00000014996",485.385683352062,0.0318041339610374,0.0740811888291147,0.429314573155689,0.667694312766556,0.733955266698887
"ENSRNOG00000015239",1169.80614605616,0.0956571752898995,0.066966881529468,1.42842511261043,0.153169535262605,0.213635656782478
"ENSRNOG00000053710",33.0483483408551,-0.798082029227251,0.348996308466418,-2.28679218050825,0.0222079561266922,0.0391670673345519
"ENSRNOG00000015552",1298.8734786343,0.523218553803464,0.0711891827058166,7.34969181997245,1.98664364029112e-13,1.32541747344796e-12
"ENSRNOG00000016054",2445.19982783088,-0.195694342233863,0.0448620510215436,-4.36213543023003,1.2879909673431e-05,4.01432542385815e-05
"ENSRNOG00000016381",555.701051717514,0.415668325841339,0.0666350085560851,6.23798713091603,4.4323711027594e-10,2.26055820283169e-09
"ENSRNOG00000013160",677.829547620194,-0.063165051973511,0.0914226488960401,-0.690912511683381,0.489620522924915,0.572256375351766
"ENSRNOG00000023549",149.883811210622,-0.734763683874396,0.135752846932064,-5.41251031178816,6.21472747115655e-08,2.55541479429722e-07
"ENSRNOG00000031859",101.996088577302,0.143823940067523,0.20100791572673,0.715513812217483,0.47429160916495,0.557680002392763
"ENSRNOG00000013351",762.038612110861,0.0845494136418063,0.060332481655992,1.40139127914373,0.161097098687639,0.223232249651461
"ENSRNOG00000014258",529.531998893691,0.964492651071248,0.0851472537678705,11.3273488972488,9.60686054243404e-30,1.56430395460057e-28
"ENSRNOG00000014290",16.1252721186511,1.13795203068723,0.319253250111016,3.56441799822404,0.00036466443129126,0.000912945803866845
"ENSRNOG00000014431",34.1198636326553,0.0404039920961566,0.223802523944332,0.180534121707254,0.856733269202731,0.889336497965559
"ENSRNOG00000014450",1138.09497946741,0.190820881754188,0.0692595407471751,2.7551566137402,0.00586640473122797,0.011771035383815
"ENSRNOG00000014852",1585.67651793133,-0.0485842611234995,0.0631594018352044,-0.769232445396896,0.441755332552595,0.525803439544864
"ENSRNOG00000040242",14.8981427367234,0.38727040138713,0.350467521845645,1.10501081340625,0.269154903609004,0.347593615965514
"ENSRNOG00000011058",6466.60057195501,0.377395738778014,0.0623502112831987,6.05283817024867,1.42315821104348e-09,6.89535081483549e-09
"ENSRNOG00000014902",602.585480374164,0.756538839816717,0.076756763475372,9.85631500811598,6.43685018438708e-23,7.50171850336853e-22
"ENSRNOG00000014908",588.031647104653,-0.0942945169974619,0.0805779682845326,-1.17022703606145,0.241909615516046,0.317227362752517
"ENSRNOG00000025587",9284.21474052159,1.30508172890225,0.161432768960744,8.08436686865978,6.24879647295359e-16,4.90870593683208e-15
"ENSRNOG00000015217",1274.06880985964,0.179320463721103,0.0509798670435553,3.5174760963558,0.000435671588094837,0.00107824632902842
"ENSRNOG00000015473",302.894592113985,0.634922491486161,0.0939357426062786,6.75911504896884,1.38837118750195e-11,8.0094336158262e-11
"ENSRNOG00000015551",28.2780285173992,-0.914500349774441,0.280204539379044,-3.26368856051029,0.0010997197848046,0.0025296841065799
"ENSRNOG00000015660",305.650040336011,0.118029886856932,0.113319928096049,1.04156337583352,0.297614156068783,0.37776306317167
"ENSRNOG00000046983",54.3854171940047,0.340206871340641,0.173346670477628,1.96258093912769,0.0496948873128594,0.0804183175866277
"ENSRNOG00000010753",440.661330843587,0.0994589465588918,0.0768871531376074,1.29357041456441,0.195813847207751,0.264540555791928
"ENSRNOG00000011015",920.202602261149,0.51198792596967,0.0593695041075389,8.62375277789556,6.47949223898123e-18,5.73714530067494e-17
"ENSRNOG00000011399",88.9978937549598,0.135355363953298,0.157538042248431,0.85919160871536,0.390234812168107,0.475049090065313
"ENSRNOG00000011411",532.686343496392,0.624655235258464,0.069198195815583,9.02704511145356,1.76369721468547e-19,1.70191868411536e-18
"ENSRNOG00000011540",943.099394321299,0.0339798007818792,0.0671285063162223,0.506190330257171,0.612723042586751,0.687136820156678
"ENSRNOG00000060990",213.844291047868,0.0940616014500221,0.119224526263121,0.788945063555413,0.430144115867223,0.514368917291345
"ENSRNOG00000058425",40.4788136737246,-0.240948997799596,0.209887968839672,-1.14798861093201,0.250973265499615,0.327162421451379
"ENSRNOG00000051831",185.848335439163,2.57316488552473,0.144341236049217,17.8269561488814,4.36550348500914e-71,2.23220597017608e-69
"ENSRNOG00000052007",19.4517691217076,-0.636483614158937,0.319954078695622,-1.9892967664414,0.0466684563891366,0.0760179617002782
"ENSRNOG00000061685",23.1721391907868,-0.509520431523491,0.266346310738682,-1.9129997712767,0.0557480817328042,0.0888483381455168
"ENSRNOG00000047746",2814.08420450516,0.62905898619473,0.19032513498827,3.30518082245679,0.000949151426707996,0.00220537462193706
"ENSRNOG00000053888",145.714955193291,2.37274937396919,0.161076325172439,14.7305904292829,4.10107083549542e-49,1.2194965357824e-47
"ENSRNOG00000055836",220.178451622964,0.714747849103878,0.136513652845227,5.23572429721902,1.64339113220304e-07,6.47312988031196e-07
"ENSRNOG00000060657",180.16560390403,0.948237355388642,0.153809058710345,6.16502931192353,7.04700852366263e-10,3.52020177045397e-09
"ENSRNOG00000059898",199.31410781275,-0.0917244850713267,0.111697229958386,-0.821188538923479,0.411538883782978,0.496663848857405
"ENSRNOG00000056940",5000.15268980714,0.0491039585696688,0.0583073759499506,0.842156893011585,0.399700139121145,0.484570851076265
"ENSRNOG00000055972",8.36585837631631,0.160211265143106,0.432789652428351,0.370182753317166,0.711246326121013,0.7711846902237
"ENSRNOG00000060972",845.084194449257,-0.00837220473056018,0.0661705973790567,-0.126524545072492,0.899316721012272,0.923412006250255
"ENSRNOG00000051450",1988.19100453121,-0.190414637531858,0.0679925118143618,-2.80052365254194,0.00510197684301377,0.0103662893128507
"ENSRNOG00000059224",911.331975478928,0.0442815962701647,0.0559640893567118,0.791250188811551,0.428798009233523,0.513246438105634
"ENSRNOG00000053347",116.102607416373,0.109810334230914,0.120727851956762,0.909569187648938,0.363049754448808,0.447180484213079
"ENSRNOG00000060603",2542.57627433973,1.3331185754,0.0855548085724502,15.5820414731111,9.64253863737932e-55,3.38270019995355e-53
"ENSRNOG00000053735",152.43090530162,-0.62537402792525,0.121280629399073,-5.1564213594857,2.51714125908076e-07,9.70237174605898e-07
"ENSRNOG00000049517",106.576290302814,-0.120539878673293,0.141017678418089,-0.854785584513146,0.392669860113779,0.477342420527822
"ENSRNOG00000012074",1013.02337343711,-0.197468602610791,0.051111468742903,-3.86348910464856,0.000111778881186609,0.000304725547236444
